"Tweet Id","Media Id","Media URL","Tweet URL"
"""1415455499911409665""","""1415441466353078275""",https://video.twimg.com/ext_tw_video/1415441466353078275/pu/pl/XmgsIa5J8ENh2Aqd.m3u8?tag=12&container=fmp4,https://t.co/1PSWZbwyLE
"""1409279827136372738""","""1407256222495956995""",https://video.twimg.com/ext_tw_video/1407256222495956995/pu/vid/576x1024/MAJrP0IYi_ilaxX4.mp4?tag=12,https://t.co/tmo9PvFvcE
"""1394818093407408129""","""1394816499479633923""",https://video.twimg.com/ext_tw_video/1394816499479633923/pu/pl/uDq-dBGu-hQ622At.m3u8?tag=12,https://t.co/Sqis1BUuFV
"""1388972752149827590""","""998925992289697792""",https://video.twimg.com/ext_tw_video/998925992289697792/pu/pl/rHEpLXc8UZRjO8Cg.m3u8?tag=3,https://t.co/ounIA5OfzI
"""1375492266207408130""","""1375489573913047043""",https://video.twimg.com/ext_tw_video/1375489573913047043/pu/vid/480x270/emzJsSlf6BpdtRM0.mp4?tag=12,https://t.co/8132HKmDBB
"""1373769794722410498""","""1373745005525884933""",https://video.twimg.com/tweet_video/ExCFzdpWYAUk8D3.mp4,https://t.co/bbqZJoVSET
"""1368296738734419977""","""1368292989202759682""",https://video.twimg.com/ext_tw_video/1368292989202759682/pu/vid/640x480/bC280U2vGPtlOq4r.mp4?tag=12,https://t.co/3yz2OkrPcV
"""1365898372897529858""","""1365611896993382400""",https://video.twimg.com/ext_tw_video/1365611896993382400/pu/vid/366x270/vKIQWVqi0192aaKB.mp4?tag=10,https://t.co/tgoWu5KFE9
"""1361083710083391490""","""1361079336095350784""",https://video.twimg.com/ext_tw_video/1361079336095350784/pu/vid/478x352/QyYNcZfBn2cdy-I6.mp4?tag=10,https://t.co/5EXw7q265d
"""1359645549377503239""","""1359623618817359873""",https://video.twimg.com/ext_tw_video/1359623618817359873/pu/vid/1280x720/VddrTK8lV1gLQXMi.mp4?tag=10,https://t.co/LgGVh5PWcA
"""1356596541033709568""","""1349897494608683009""",https://video.twimg.com/ext_tw_video/1349897494608683009/pu/vid/480x270/dnS4HEinrQk8gTxX.mp4?tag=10,https://t.co/12WhZyYVjy
"""1351910773501657088""","""1351523842217242625""",https://video.twimg.com/ext_tw_video/1351523842217242625/pu/pl/VMe5i8fb5ZF12lH-.m3u8?tag=10,https://t.co/db19RL0ABL
"""1334906098994868224""","""1334323876029997058""",https://video.twimg.com/ext_tw_video/1334323876029997058/pu/vid/640x480/S6Wj-p4BtXowlDLr.mp4?tag=10,https://t.co/sIe4UgWif0
"""1327726913394257920""","""1327672227790278657""",https://video.twimg.com/ext_tw_video/1327672227790278657/pu/pl/pFnop2pq2i7_zRm4.m3u8?tag=10,https://t.co/pblxQX8XNB
"""1324871514978734082""","""1299761640209100802""",https://video.twimg.com/ext_tw_video/1299761640209100802/pu/pl/D8tzwJeuObgGliB9.m3u8?tag=10,https://t.co/jhPjlb8Pvv
"""1313253148476272640""","""1313249358368759808""",https://video.twimg.com/ext_tw_video/1313249358368759808/pu/pl/aw7HioDw89lyzMUG.m3u8?tag=10,https://t.co/T28T1ens35
"""1309849901304614914""","""1309725303200075776""",https://video.twimg.com/ext_tw_video/1309725303200075776/pu/vid/480x480/w2hjL0X0Tzub6nfT.mp4?tag=10,https://t.co/2AyeN9ow1W
